model,brand,colors,approx_price_EUR,img_url,display_size,display_type,CPU,RAM
Zenfone Go T500,Asus,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-t500.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenfone Go ZC451TG,Asus,Charcoal Black| Pearl White| Rouge Pink| Flash Blue,70,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc451tg.jpg,480 x 854 pixels (~218 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,1 GB RAM
Live G500TG,Asus,Rosa| Azul| Yellow,230,http://cdn2.gsmarena.com/vv/bigpic/asus-live-g500tg-.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,2 GB RAM
Zenwatch 2 WI501Q,Asus,Gunmetal| Silver| Rose gold,170,http://cdn2.gsmarena.com/vv/bigpic/asus-zenwatch-wi501q.jpg,320 x 320 pixels (~278 ppi pixel density),AMOLED capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,512 MB RAM
Zenwatch 2 WI502Q,Asus,Gunmetal| Silver| Rose gold,170,http://cdn2.gsmarena.com/vv/bigpic/asus-zenwatch-wi502q.jpg,280 x 280 pixels (~273 ppi pixel density),AMOLED capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,512 MB RAM
Zenwatch WI500Q,Asus,Silver/Rose gold,200,http://cdn2.gsmarena.com/vv/bigpic/asus-zenwatch-wi500q.jpg,320 x 320 pixels (~278 ppi pixel density),AMOLED capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,512 MB RAM
Zenfone 2 Laser ZE551KL,Asus,Silver,180,http://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),3 GB RAM
Zenfone Zoom ZX551ML,Asus,Pure Black| Ceramic White,500,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx551ml.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 2.5 GHz,4 GB RAM
Zenpad 8.0 Z380M,Asus,Dark Gray| Pearl White| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,,1 GB RAM
Zenpad 10 Z300M,Asus,Dark Gray| Pearl White| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-10-z300c.jpg,800 x 1280 pixels (~149 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz Cortex-A53,2 GB RAM
Zenpad 10 Z300C,Asus,Black| White| Aurora Metallic,160,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-10-z300c.jpg,800 x 1280 pixels (~149 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,2 GB RAM
Zenfone Go ZC500TG,Asus,Black| White| Red,130,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc500tg.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A7,2 GB RAM
Zenfone Max ZC550KL,Asus,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenfone 2 Deluxe ZE551ML,Asus,White| Pink| Purple,500,http://cdn2.gsmarena.com/vv/bigpic/zenfone-2-deluxe-ze551ml.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 2.3 GHz,4 GB RAM
Zenfone 2 Laser ZE601KL,Asus,Glacier Gray| Sheer Gold| Glamour Red,300,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,1080 x 1920 pixels (~367 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),2 GB RAM
Zenfone 2 Laser ZE600KL,Asus,Glacier Gray| Sheer Gold| Glamour Red,360,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,720 x 1280 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),2 GB RAM
Zenfone 2 Laser ZE550KL,Asus,Black| White| Red| Silver| Gold,220,http://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM or 32 GB| 3 GB RAM
Zenfone 2 Laser ZE500KG,Asus,Black| Ceramic White| Silver| Sheer Gold| Glamour Red,200,http://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,720 x 1280 pixels (~294 ppi pixel density),TFT capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenfone 2 Laser ZE500KL,Asus,Black/Ceramic White/Silver/Purple/Aqua Blue/Sheer Gold/Glamour Red,210,http://cdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,720 x 1280 pixels (~294 ppi pixel density),Capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A53,2 GB RAM
Zenpad 7.0 Z370CG,Asus,Black| White| Aurora Metallic,160,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-70-z370cg.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,2 GB RAM
Zenfone 2E,Asus,Charcoal Black| Pearl White,110,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2e.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,1 GB RAM
Pegasus 2 Plus,Asus,Rose Gold| White,300,http://cdn2.gsmarena.com/vv/bigpic/asus-pegasus-2-plus-.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),3 GB RAM
Zenpad S 8.0 Z580CA,Asus,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg,1536 x 2048 pixels (~320 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,2/4 GB RAM
Zenpad S 8.0 Z580C,Asus,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg,1536 x 2048 pixels (~320 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,2 GB RAM
Zenpad 8.0 Z380KL,Asus,Black| White| Aurora Metallic,280,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x Cortex-A53 & 4x Cortex-A53),1 GB RAM
Zenpad 8.0 Z380C,Asus,Black| White| Aurora Metallic,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,1 GB RAM
Zenpad C 7.0 Z170MG,Asus,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg,600 x 1024 pixels (~170 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core Cortex-A7,1 GB RAM
Zenpad C 7.0,Asus,Black| White| Red| Aurora Metallic,140,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg,600 x 1024 pixels (~170 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core,1 GB RAM
Zenfone Selfie ZD551KL,Asus,Pure White| Chic Pink| Aqua Blue,280,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-selfie.jpg,1080 x 1920 pixels (~403 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),2/3 GB RAM
Zenfone 2 ZE500CL,Asus,Charcoal Black| Pearl White| Cherry Red,180,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze500cl.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,2 GB RAM
Zenfone 2 ZE550ML,Asus,Osmium Black| Glamor Red| Ceramic White,250,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze550ml.jpg,720 x 1280 pixels (~267 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.8 GHz,2 GB RAM
Zenfone 2 ZE551ML,Asus,Osmium Black| Sheer Gold| Glacier Gray| Glamor Red| Ceramic White,370,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-new.jpg,1080 x 1920 pixels (~401 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 2.3 GHz (4 GB RAM model),2/4 GB RAM
Fonepad 7 FE375CL,Asus,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-fe375cl.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.33 GHz,2 GB RAM
Zenfone C ZC451CG,Asus,Charcoal Black| Pearl White| Cherry Red,90,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-c.jpg,480 x 854 pixels (~218 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.2 GHz,1 GB RAM
Fonepad 7 FE171CG,Asus,Black| White| Gold| Red,160,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-2015.jpg,600 x 1024 pixels (~170 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.2 GHz,1/2 GB RAM
Zenfone Zoom ZX550,Asus,Meteorite black| Glacier white,400,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx550.jpg,1080 x 1920 pixels (~403 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 2.3 GHz,2/4 GB RAM
Pegasus,Asus,Black| White| Red| Gold,80,http://cdn2.gsmarena.com/vv/bigpic/asus-x002.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz Cortex-A53,2 GB RAM
Zenfone 5 Lite A502CG,Asus,Charcoal Black| Pearl White| Cherry Red,100,http://cdn2.gsmarena.com/vv/bigpic/asus-zenphone-5-lite.jpg,540 x 960 pixels (~220 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.2 GHz,1 GB RAM
Memo Pad 10 ME103K,Asus,White| Black,200,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-10-me103k.jpg,800 x 1280 pixels (~149 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.4 GHz Krait,1 GB RAM
PadFone X mini,Asus,Black,160,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-x-mini.jpg,480 x 854 pixels (~218 ppi pixel density),IPS+ LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,1 GB RAM
Memo Pad 7 ME572CL,Asus,Burgundy Red| Champagne Gold|Gentle Black,240,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-7.jpg,1200 x 1920 pixels (~323 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.83 GHz,2 GB RAM
Memo Pad 7 ME572C,Asus,Burgundy Red| Champagne Gold|Gentle Black,240,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-7.jpg,1200 x 1920 pixels (~323 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.83 GHz,2 GB RAM
Zenfone 5 A500KL,Asus,Charcoal Black| Pearl White| Cherry Red| Champagne Gold| Twilight Purple,210,http://cdn2.gsmarena.com/vv/bigpic/asus-zenphone-5.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1/2 GB RAM
Zenfone 4 A450CG,Asus,Charcoal Black| Pearl White| Cherry Red| Sky Blue| Solar Yellow,100,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-a450cg.jpg,480 x 854 pixels (~218 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.2 GHz,1 GB RAM
Memo Pad 8 ME581CL,Asus,White| Pink| Blue,240,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-8-me581cl.jpg,1200 x 1920 pixels (~283 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 2.3 GHz,2 GB RAM
Memo Pad 8 ME181C,Asus,Black| White| Purple| Gold,150,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-8-me181c.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.33 GHz,1 GB RAM
Memo Pad 7 ME176C,Asus,Black| White| Red| Blue| Yellow,130,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-7-me176c.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.86 GHz,1 GB RAM
Fonepad 8 FE380CG,Asus,Black| White| Red| Gold,200,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-8-fe380cg.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.33 GHz,1/2 GB RAM
Fonepad 7 FE375CXG,Asus,Black| White| Red| Gold,130,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-fe375cg.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.33 GHz,1 GB RAM
Fonepad 7 FE375CG,Asus,Black| White| Red| Gold,210,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-fe375cg.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.83 GHz,1 GB RAM
Transformer Pad TF303CL,Asus,Blue| Gold,400,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-pad-tf303cl.jpg,1920 x 1200 pixels (~224 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.86 GHz,2 GB RAM
Transformer Pad TF103C,Asus,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-pad-tf103c-2.jpg,800 x 1280 pixels (~149 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.86 GHz,1 GB RAM
Fonepad 7 (2014),Asus,Black| White| Red| Blue (Dual SIM)/ White (Single SIM),100,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-2014.jpg,600 x 1024 pixels (~170 ppi pixel density),Capacitive touchscreen  16M colors,Dual-core 1.2 GHz,1 GB RAM
PadFone X,Asus,Titanium Black| Platinum White,320,http://cdn2.gsmarena.com/vv/bigpic/Asus-PadFone-X.jpg,1080 x 1920 pixels (~441 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 2.3 GHz Krait 400,2 GB RAM
PadFone S,Asus,Titanium Black| Platinum White| Dark Ruby,250,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-s-new.jpg,1080 x 1920 pixels (~441 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 2.3 GHz Krait 400,2 GB RAM
PadFone Infinity Lite,Asus,Titanium Black| Platinum White,510,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-infinity-2-new.jpg,1080 x 1920 pixels (~441 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 1.7 GHz Krait,2 GB RAM
PadFone E,Asus,Black| White,260,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-e.jpg,720 x 1280 pixels (~312 ppi pixel density),Super IPS LCD capacitive touchscreen  16M colors,Quad-core 1.4 GHz Cortex-A7,1 GB RAM
Zenfone 6 A601CG,Asus,Charcoal Black| Pearl White| Cherry Red| Champagne Gold,200,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-6.jpg,720 x 1280 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,2 GB RAM
Zenfone 6 A600CG,Asus,Charcoal Black| Pearl White| Cherry Red| Champagne Gold,250,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-6.jpg,720 x 1280 pixels (~245 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 2.0 GHz,2 GB RAM
Zenfone 5 A501CG,Asus,Charcoal Black| Pearl White| Cherry Red,120,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-5-a501cg.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.2 GHz,2 GB RAM
Zenfone 5 A500CG,Asus,Charcoal Black| Pearl White| Cherry Red| Champagne Gold| Twilight Purple,130,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-51.jpg,720 x 1280 pixels (~294 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 2.0 GHz,2 GB RAM
Zenfone 4,Asus,Charcoal Black| Pearl White| Cherry Red| Sky Blue| Solar Yellow,130,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-4.jpg,480 x 800 pixels (~233 ppi pixel density),TFT capacitive touchscreen  16M colors,Dual-core 1.2 GHz,1 GB RAM
PadFone mini 4G (Intel),Asus,Charcoal Black| Pearl White| Cherry Red,300,http://cdn2.gsmarena.com/vv/bigpic/asus-pf451cl.jpg,480 x 854 pixels (~218 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,1 GB RAM
PadFone mini (Intel),Asus,Black| White| Red| Blue| Yellow,210,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-mini-intel.jpg,480 x 800 pixels (~233 ppi pixel density),IPS+ LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,1 GB RAM
PadFone mini,Asus,Titanium Black| Platinum White| Soft Pink,290,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-mini-ofic.jpg,540 x 960 pixels (~256 ppi pixel density),Super IPS LCD capacitive touchscreen  16M colors,Quad-core 1.4 GHz Cortex-A7,1 GB RAM
Transformer Book Trio,Asus,Black,,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-book-trio-tx201la.jpg,1080 x 1920 pixels (~190 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,,2 GB RAM
PadFone Infinity 2,Asus,Titanium Black| Platinum White,730,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-infinity-2-new.jpg,1080 x 1920 pixels (~441 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 2.2 GHz Krait 400,2 GB RAM
Memo Pad 10,Asus,Gray| White| Pink,250,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-10.jpg,800 x 1280 pixels (~149 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.6 GHz,1 GB RAM
Memo Pad 8 ME180A,Asus,Gray| White| Pink,150,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-8.jpg,800 x 1280 pixels (~189 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.6 GHz Cortex-A9,1 GB RAM
Fonepad 7,Asus,Sapphire black| Diamond white,220,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-7.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Dual-core 1.6 GHz,1 GB RAM
Google Nexus 7 (2013),Asus,Black,230,https://cdn2.gsmarena.com/vv/bigpic/asus-google-nexus-7-2-ofic.jpg,7.0 inches (~62.3% screen-to-body ratio),IPS LCD capacitive touchscreen,Quad-core 1.5 GHz Krait,2 GB RAM
Fonepad Note FHD6,Asus,White| Black,350,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-note-6.jpg,1080 x 1920 pixels (~367 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Dual-core 2.0 GHz,2 GB RAM
Transformer Pad TF701T,Asus,Silver,400,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-pad-tf701t.jpg,2560 x 1600 pixels (~299 ppi pixel density),Super IPS+ LCD  capacitive touchscreen  16M colors,Quad-core 1.9 GHz Cortex-A15,2 GB RAM
Memo Pad FHD10,Asus,Royal Blue| Silk White| Vivid Pink,,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-fhd10.jpg,1920 x 1200 pixels (~226 ppi pixel density),IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.6 GHz,2 GB RAM
Memo Pad HD7 8 GB,Asus,Black| Gray| White| Pink| Green,100,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-hd7.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
Memo Pad HD7 16 GB,Asus,Black| Gray| White| Pink| Green,130,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-hd7.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A7,1 GB RAM
Fonepad,Asus,Titanium Gray| Champagne Gold,260,http://cdn2.gsmarena.com/vv/bigpic/asus-fonepad-new.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD capacitive touchscreen  16M colors,1.2 GHz / 1.6 GHz,1 GB RAM
PadFone Infinity,Asus,Titanium Gray| Champagne Gold| Hot Pink,1000,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-infinity.jpg,1080 x 1920 pixels (~441 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 1.7 GHz Krait,2 GB RAM
Memo Pad Smart 10,Asus,Crystal White| Midnight Blue| Fuchsia Pink,230,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-smart-10.jpg,1280 x 800 pixels (~149 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz,1 GB RAM
Memo Pad ME172V,Asus,Sugar White| Titanium Gray| Cherry Pink,110,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-me172v.jpg,600 x 1024 pixels (~170 ppi pixel density),LED-backlit LCD  capacitive touchscreen,1.0 GHz,1 GB RAM
Google Nexus 7 Cellular,Asus,Black,230,http://cdn2.gsmarena.com/vv/bigpic/asus-google-nexus-7-new.jpg,800 x 1280 pixels (~216 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A9,1 GB RAM
VivoTab RT TF600T,Asus,Gray,420,http://cdn2.gsmarena.com/vv/bigpic/asus-vivotab-rt.jpg,1366 x 768 pixels (~155 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 1.3 GHz Cortex-A9,2 GB RAM
PadFone 2,Asus,Black| White,450,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone-2-a68-new.jpg,720 x 1280 pixels (~312 ppi pixel density),Super IPS+ LCD capacitive touchscreen  16M colors,Quad-core 1.5 GHz Krait,2 GB RAM
Google Nexus 7,Asus,Black,150,http://cdn2.gsmarena.com/vv/bigpic/asus-google-nexus-7-new.jpg,800 x 1280 pixels (~216 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A9,1 GB RAM
Transformer Pad Infinity 700 LTE,Asus,Amethyst Gray| Champagne Gold,430,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-infinity.jpg,1920 x 1200 pixels (~224 ppi pixel density),Super IPS+ LCD  capacitive touchscreen  16M colors,Dual-core 1.5 GHz Krait,1 GB RAM
Transformer Pad Infinity 700 3G,Asus,Amethyst Gray| Champagne Gold,430,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-infinity.jpg,1920 x 1200 pixels (~224 ppi pixel density),Super IPS+ LCD  capacitive touchscreen  16M colors,Dual-core 1.5 GHz Krait,1 GB RAM
Transformer Pad TF300TG,Asus,Royal Blue| Iceberg White| Torch Red,,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-pad-300.jpg,1280 x 800 pixels (~149 ppi pixel density),LED-backlit IPS LCD capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A9,1 GB RAM
Transformer Pad TF300T,Asus,Royal Blue| Iceberg White| Torch Red,290,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-pad-300.jpg,1280 x 800 pixels (~149 ppi pixel density),IPS LCD  capacitive touchscreen  16M colors,Quad-core 1.2 GHz Cortex-A9,1 GB RAM
Transformer Pad Infinity 700,Asus,Amethyst Gray| Champagne Gold,340,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer-infinity.jpg,1920 x 1200 pixels (~224 ppi pixel density),Super IPS+ LCD  capacitive touchscreen  16M colors,Quad-core 1.6 GHz Cortex-A9,1 GB RAM
Memo,Asus,Black,170,http://cdn2.gsmarena.com/vv/bigpic/asus-eee-pad-memo.jpg,800 x 1280 pixels (~216 ppi pixel density),IPS LCD  capacitive touchscreen  16M colors,Dual-core 1.2 GHz Scorpion,1 GB RAM
Transformer Prime TF700T,Asus,Silver| Purple,400,http://cdn2.gsmarena.com/vv/bigpic/Asus-Transformer-Prime-TF700T.jpg,1920 x 1200 pixels (~224 ppi pixel density),Super IPS+ LCD  capacitive touchscreen  16M colors,Quad-core 1.6 GHz Cortex-A9,1 GB RAM
Transformer Prime TF201,Asus,Amethyst Gray| Champagne Gold,350,http://cdn2.gsmarena.com/vv/bigpic/asus-eee-pad-transformer-prime.jpg,1280 x 800 pixels (~149 ppi pixel density),Super IPS+ LCD  capacitive touchscreen,Quad-core 1.3 GHz Cortex-A9,1 GB RAM
PadFone,Asus,Black,300,http://cdn2.gsmarena.com/vv/bigpic/asus-padfone1.jpg,540 x 960 pixels (~256 ppi pixel density),Super AMOLED capacitive touchscreen  16M colors,Dual-core 1.5 GHz Krait,1 GB RAM
P835,Asus,Black,400,http://cdn2.gsmarena.com/vv/bigpic/asus-p835.jpg,480 x 800 pixels (~267 ppi pixel density),TFT resistive touchscreen  65K colors,528 MHz ARM 11,288 MB RAM| 256 MB ROM
Transformer TF101,Asus,Black,280,http://cdn2.gsmarena.com/vv/bigpic/asus-transformer.jpg,1280 x 800 pixels (~149 ppi pixel density),LED-backlit IPS LCD  capacitive touchscreen,Dual-core 1.0 GHz Cortex-A9,1 GB RAM
E600,Asus,Black,,http://cdn2.gsmarena.com/vv/bigpic/asus-e600.jpg,480 x 800 pixels (~233 ppi pixel density),TFT touchscreen  256K colors,,
P565,Asus,Black,440,http://cdn2.gsmarena.com/vv/bigpic/asus-p565.jpg,480 x 640 pixels (~286 ppi pixel density),TFT resistive touchscreen  65K colors,800 MHz Marvell TavorP,128 MB RAM
P552w,Asus,Black| White,370,http://cdn2.gsmarena.com/vv/bigpic/asus-p552w.jpg,240 x 320 pixels (~143 ppi pixel density),TFT resistive touchscreen  65K colors,Marvell Tavor 624 MHz,128 MB RAM
